1 1:0.422100 2:0.366400 3:0.757300 4:0.459700 5:0.864100 6:0.522200 7:0.752200 8:0.467100 9:0.851300 10:0.559500 11:0.747800 12:0.468800
1 1:0.304500 2:0.404300 3:0.467900 4:0.646900 5:0.578400 6:0.679800 7:0.444200 8:0.674000 9:0.528700 10:0.758100 11:0.444400 12:0.671900
1 1:0.069000 2:0.724900 3:0.092400 4:1.152900 5:0.047100 6:1.384400 7:0.061100 8:1.191900 9:0.040000 10:1.400800 11:0.190700 12:1.034100
1 1:0.338800 2:0.389500 3:0.467500 4:0.685500 5:0.492200 6:0.827400 7:0.506100 8:0.637300 9:0.646000 10:0.668700 11:0.467900 12:0.687600
1 1:0.202800 2:0.386600 3:0.265900 4:0.671200 5:0.336800 6:0.725000 7:0.349500 8:0.570400 9:0.335800 10:0.737200 11:0.250900 12:0.683400
1 1:0.464700 2:0.096100 3:0.845000 4:0.010900 5:0.937600 6:0.039800 7:0.798700 8:0.064000 9:0.802600 10:0.218500 11:0.781800 12:0.088800
1 1:-0.042100 2:0.620600 3:-0.008900 4:0.908000 5:0.044400 6:0.964500 7:0.025600 8:0.867800 9:0.033900 10:0.992700 11:0.138100 12:0.734500
1 1:0.033400 2:0.854300 3:0.093200 4:1.295600 5:0.170700 6:1.390800 7:0.038000 8:1.361300 9:0.128500 10:1.471100 11:0.075900 12:1.317000
1 1:0.070800 2:0.843700 3:0.156500 4:1.267600 5:0.221500 6:1.388900 7:0.274600 8:1.129200 9:0.284000 10:1.339000 11:0.166800 12:1.250800
1 1:0.096500 2:0.088000 3:0.059900 4:0.246100 5:0.144500 6:0.187700 7:0.142000 8:0.151600 9:0.166200 10:0.168000 11:0.116200 12:0.179900
1 1:0.884700 2:-0.047600 3:1.263500 4:0.070400 5:1.474600 6:0.038800 7:1.329900 8:-0.007300 9:1.572400 10:-0.051900 11:1.251700 12:0.083400
1 1:0.635600 2:0.404400 3:0.827900 4:0.831500 5:0.962000 6:0.926100 7:0.821000 8:0.839700 9:1.001200 10:0.908200 11:0.805800 12:0.857300
1 1:0.483300 2:0.585500 3:0.672500 4:1.015700 5:0.894300 6:1.002800 7:0.781600 8:0.885100 9:0.907000 10:1.016200 11:0.766500 12:0.906300
1 1:0.628200 2:0.115700 3:0.857100 4:0.331400 5:1.049100 6:0.291800 7:0.845100 8:0.343700 9:1.130400 10:0.217900 11:0.945700 12:0.223800
1 1:0.124300 2:0.855200 3:0.260700 4:1.254300 5:0.222400 6:1.517600 7:0.206000 8:1.322800 9:0.279500 10:1.476000 11:0.307800 12:1.201100
1 1:-0.015600 2:0.419600 3:0.046500 4:0.576400 5:0.060000 6:0.646000 7:0.030500 8:0.593500 9:0.045700 10:0.674100 11:-0.032800 12:0.669900
1 1:0.287100 2:0.439100 3:0.554500 4:0.558600 5:0.561000 6:0.718200 7:0.615500 8:0.485300 9:0.698200 10:0.576300 11:0.528400 12:0.592900
1 1:0.130300 2:0.514400 3:0.205100 4:0.805700 5:0.231800 6:0.919500 7:0.118900 8:0.910300 9:0.245100 10:0.920400 11:0.068700 12:0.964800
1 1:0.467500 2:0.322600 3:0.776400 4:0.449800 5:0.815900 6:0.590800 7:0.672000 8:0.572600 9:0.878500 10:0.537700 11:0.560800 12:0.701200
1 1:0.695200 2:0.097900 3:1.119200 4:0.127300 5:1.299400 6:0.113100 7:1.206300 8:0.022800 9:1.367300 10:0.059200 11:1.061200 12:0.196100
1 1:0.194000 2:0.409600 3:0.222500 4:0.739700 5:0.292100 6:0.799200 7:0.333100 8:0.611400 9:0.342800 10:0.753700 11:0.242500 12:0.717300
1 1:0.001500 2:1.039600 3:-0.062700 4:1.707800 5:-0.014000 6:1.880800 7:0.064700 8:1.564000 9:0.157200 10:1.698000 11:0.015400 12:1.620800
1 1:0.117900 2:0.377200 3:0.154300 4:0.623300 5:0.298300 6:0.563600 7:0.267000 8:0.490100 9:0.280000 10:0.601000 11:0.179100 12:0.591700
1 1:0.229600 2:0.088000 3:0.318700 4:0.185500 5:0.366000 6:0.209800 7:0.254100 8:0.265200 9:0.365900 10:0.218400 11:0.136000 12:0.404500
1 1:0.130900 2:0.357700 3:0.153400 4:0.624000 5:0.136900 6:0.750900 7:0.243000 8:0.512200 9:0.228900 10:0.653800 11:0.204500 12:0.557300
1 1:-0.002200 2:0.432800 3:0.096200 4:0.556600 5:0.103200 6:0.639700 7:0.077800 8:0.579900 9:0.141800 10:0.606000 11:0.015400 12:0.652600
1 1:0.058400 2:0.527900 3:0.082400 4:0.838900 5:0.085800 6:0.965200 7:0.079900 8:0.836400 9:0.016400 10:1.055800 11:0.132000 12:0.780400
1 1:0.413700 2:0.289200 3:0.449300 4:0.697600 5:0.730700 6:0.527100 7:0.533100 8:0.594000 9:0.568800 10:0.742200 11:0.559500 12:0.560500
1 1:0.239800 2:0.538100 3:0.428000 4:0.782700 5:0.459400 6:0.924900 7:0.454300 8:0.749800 9:0.483700 10:0.917800 11:0.355800 12:0.868800
1 1:0.091200 2:0.476300 3:0.082600 4:0.819500 5:0.132300 6:0.882800 7:0.120800 8:0.771100 9:0.150200 10:0.874900 11:0.082300 12:0.816400
1 1:0.732700 2:0.319500 3:0.990800 4:0.679900 5:1.154500 6:0.743700 7:1.039000 8:0.620000 9:1.251800 10:0.661700 11:0.942500 12:0.739500
1 1:0.971100 2:0.102200 3:1.494600 4:0.201600 5:1.763500 6:0.158300 7:1.554200 8:0.129000 9:1.834300 10:0.101400 11:1.488900 12:0.206600
1 1:0.537400 2:0.380500 3:0.883000 4:0.544400 5:1.049100 6:0.577100 7:0.903600 8:0.523400 9:1.049500 10:0.596400 11:0.932400 12:0.488100
1 1:0.172400 2:0.381700 3:0.170200 4:0.720300 5:0.287300 6:0.704900 7:0.292100 8:0.573100 9:0.351500 10:0.644200 11:0.298600 12:0.565900
1 1:0.398900 2:0.306400 3:0.760200 4:0.313900 5:0.754900 6:0.491300 7:0.689500 8:0.399800 9:0.652700 10:0.634800 11:0.629800 12:0.473000
1 1:0.204300 2:0.152800 3:0.394100 4:0.148300 5:0.431400 6:0.189900 7:0.424400 8:0.113600 9:0.505300 10:0.113000 11:0.442800 12:0.089500
1 1:0.274100 2:0.516400 3:0.374900 4:0.877300 5:0.435500 6:0.983200 7:0.429900 8:0.810300 9:0.514600 10:0.914900 11:0.387700 12:0.858700
1 1:0.335100 2:0.438800 3:0.420600 4:0.809800 5:0.592000 6:0.792400 7:0.470900 8:0.749700 9:0.601000 10:0.806500 11:0.428300 12:0.802700
1 1:0.075600 2:0.479900 3:0.106900 4:0.765400 5:0.225100 6:0.744300 7:0.216200 8:0.634000 9:0.173200 10:0.827300 11:0.171500 12:0.687400
1 1:0.546500 2:0.433400 3:0.913000 4:0.606800 5:0.893100 6:0.864700 7:0.849000 8:0.686600 9:0.997800 10:0.764200 11:0.805800 12:0.735300
1 1:0.031800 2:0.600700 3:0.092800 4:0.893000 5:0.066600 6:1.058400 7:0.187100 8:0.781100 9:0.186200 10:0.938300 11:0.182700 12:0.788800
1 1:0.604300 2:0.491400 3:1.090000 4:0.596100 5:1.056900 6:0.896600 7:1.027900 8:0.669400 9:1.212700 10:0.754900 11:1.065400 12:0.627800
1 1:0.234900 2:0.144200 3:0.226500 4:0.392900 5:0.273600 6:0.429600 7:0.293100 8:0.311200 9:0.236300 10:0.480200 11:0.245400 12:0.372600
1 1:0.380700 2:0.493600 3:0.554000 4:0.827200 5:0.850000 6:0.675400 7:0.604200 8:0.764000 9:0.719500 10:0.854200 11:0.635400 12:0.727500
1 1:0.081100 2:0.573000 3:-0.005400 4:1.059500 5:0.046200 6:1.141800 7:0.095100 8:0.937700 9:0.043300 10:1.157600 11:0.048700 12:0.991600
1 1:0.416000 2:0.165400 3:0.634900 4:0.278300 5:0.637000 6:0.417200 7:0.648700 8:0.257700 9:0.637900 10:0.425700 11:0.636700 12:0.273900
1 1:0.460800 2:0.231400 3:0.832800 4:0.227500 5:0.863900 6:0.363300 7:0.804600 8:0.260200 9:0.848500 10:0.399700 11:0.734200 12:0.347300
1 1:0.473800 2:0.160400 3:0.689700 4:0.314300 5:0.745400 6:0.406500 7:0.716000 8:0.282900 9:0.798300 10:0.361100 11:0.648300 12:0.363200
1 1:0.207700 2:0.448700 3:0.248200 4:0.795300 5:0.395500 6:0.772700 7:0.353500 8:0.667800 9:0.489600 10:0.678200 11:0.396900 12:0.618300
1 1:0.122900 2:0.482100 3:0.189300 4:0.759900 5:0.158600 6:0.928100 7:0.112600 8:0.848700 9:0.161700 10:0.945500 11:0.143800 12:0.812000
1 1:0.116300 2:0.628100 3:0.062400 4:1.128500 5:0.157700 6:1.181700 7:0.085700 8:1.103700 9:0.117100 10:1.252400 11:0.227000 12:0.933500
1 1:0.570000 2:0.194900 3:0.666200 4:0.577500 5:0.790100 6:0.621800 7:0.705600 8:0.530600 9:0.796100 10:0.635100 11:0.759200 12:0.470000
1 1:0.471300 2:0.438600 3:0.729300 4:0.693600 5:0.779200 6:0.854500 7:0.697900 8:0.734300 9:0.891800 10:0.741900 11:0.697500 12:0.738000
1 1:0.326300 2:0.222800 3:0.519500 4:0.337100 5:0.649900 6:0.314500 7:0.601300 8:0.239100 9:0.588200 10:0.399700 11:0.450400 12:0.418300
1 1:0.575000 2:0.098300 3:0.735900 4:0.352400 5:0.922600 6:0.302700 7:0.792200 8:0.284900 9:0.975800 10:0.258800 11:0.820200 12:0.251400
1 1:0.462200 2:0.129000 3:0.707800 4:0.222200 5:0.775100 6:0.281700 7:0.701200 8:0.230500 9:0.836200 10:0.230800 11:0.609500 12:0.337300
1 1:0.291500 2:0.289800 3:0.373300 4:0.546900 5:0.342400 6:0.725800 7:0.320000 8:0.614000 9:0.424800 10:0.644900 11:0.281100 12:0.664700
1 1:0.451000 2:0.064300 3:0.627100 4:0.202500 5:0.769900 6:0.155500 7:0.721600 8:0.085400 9:0.844400 10:0.085600 11:0.833200 12:-0.047500
1 1:0.742700 2:0.073900 3:1.189300 4:0.083000 5:1.414300 6:0.020500 7:1.250600 8:0.006000 9:1.441500 10:0.012400 11:1.193500 12:0.074200
1 1:0.496100 2:0.189000 3:0.707700 4:0.378000 5:0.806700 6:0.430900 7:0.721100 8:0.364500 9:0.802800 10:0.455600 11:0.735200 12:0.344200
1 1:0.440900 2:-0.018200 3:0.619000 4:0.059300 5:0.568900 6:0.228600 7:0.471700 8:0.231100 9:0.597400 10:0.205600 11:0.484900 12:0.219200
1 1:0.253600 2:0.303200 3:0.389000 4:0.483600 5:0.428500 6:0.563500 7:0.409900 8:0.455800 9:0.514400 10:0.478600 11:0.366500 12:0.510700
1 1:0.561000 2:0.106300 3:0.703200 4:0.377300 5:0.740400 6:0.499300 7:0.726300 8:0.349300 9:0.845200 10:0.392400 11:0.626800 12:0.469800
1 1:0.748900 2:0.202600 3:1.055900 4:0.458800 5:1.076900 6:0.663700 7:0.901000 8:0.637700 9:1.106200 10:0.662800 11:0.971200 12:0.553700
1 1:0.445200 2:0.406200 3:0.795300 4:0.524700 5:0.730400 6:0.804600 7:0.710000 8:0.617700 9:0.859400 10:0.674500 11:0.723700 12:0.605500
1 1:0.389500 2:0.203300 3:0.560600 4:0.375800 5:0.740200 6:0.310100 7:0.524200 8:0.418100 9:0.739300 10:0.327100 11:0.523100 12:0.418300
1 1:0.640300 2:0.054200 3:1.025400 4:0.064700 5:1.219600 6:0.009200 7:0.910800 8:0.196300 9:1.133800 10:0.129200 11:0.921200 12:0.185700
1 1:0.371600 2:0.572700 3:0.576200 4:0.902800 5:0.766600 6:0.899200 7:0.657400 8:0.804500 9:0.808500 10:0.872400 11:0.628400 12:0.844600
1 1:0.076000 2:0.501000 3:0.187000 4:0.701100 5:0.172800 6:0.847500 7:0.230000 8:0.653600 9:0.161600 10:0.873200 11:0.160300 12:0.733100
1 1:0.331200 2:0.454900 3:0.408800 4:0.856400 5:0.499100 6:0.923700 7:0.377400 8:0.886800 9:0.425800 10:1.034300 11:0.440000 12:0.812700
1 1:0.419800 2:0.136000 3:0.711100 4:0.149800 5:0.769100 6:0.224000 7:0.712600 8:0.150100 9:0.819500 10:0.174700 11:0.792500 12:0.053600
1 1:0.286300 2:0.239700 3:0.301700 4:0.551200 5:0.411800 6:0.541400 7:0.482300 8:0.333500 9:0.298400 10:0.691800 11:0.464100 12:0.355800
1 1:0.588300 2:0.444400 3:0.944200 4:0.674200 5:1.223800 6:0.590700 7:1.045900 8:0.554100 9:1.129100 10:0.724600 11:1.068700 12:0.527100
1 1:0.084300 2:0.352000 3:0.052800 4:0.651600 5:0.064200 6:0.733400 7:0.059000 8:0.643000 9:0.069100 10:0.738700 11:0.105100 12:0.589100
1 1:0.235600 2:0.260800 3:0.349100 4:0.431200 5:0.501500 6:0.365600 7:0.325900 8:0.458900 9:0.362300 10:0.548000 11:0.341500 12:0.439100
1 1:0.452000 2:0.472200 3:0.690200 4:0.758200 5:0.962500 6:0.659900 7:0.799400 8:0.638200 9:0.857000 10:0.810800 11:0.753100 12:0.695000
1 1:0.330900 2:0.425000 3:0.492800 4:0.698100 5:0.605100 6:0.740400 7:0.615500 8:0.552800 9:0.638200 10:0.720500 11:0.523300 12:0.660500
1 1:0.425900 2:0.432700 3:0.663000 4:0.683500 5:0.649700 6:0.903200 7:0.620800 8:0.737800 9:0.652500 10:0.930700 11:0.668800 12:0.676000
1 1:0.466700 2:0.294400 3:0.811400 4:0.365500 5:0.853600 6:0.497500 7:0.783500 8:0.398300 9:0.924000 10:0.442800 11:0.751200 12:0.436600
1 1:0.103200 2:0.214500 3:0.222800 4:0.261800 5:0.233400 6:0.319700 7:0.279500 8:0.192800 9:0.251400 10:0.310200 11:0.251000 12:0.228500
1 1:0.417500 2:0.338400 3:0.730300 4:0.444300 5:0.745800 6:0.602300 7:0.685900 8:0.491900 9:0.866800 10:0.479400 11:0.733100 12:0.436000
1 1:0.349300 2:0.387900 3:0.446800 4:0.727700 5:0.506600 6:0.834300 7:0.636400 8:0.500500 9:0.652800 10:0.681200 11:0.498500 12:0.669400
1 1:0.358000 2:0.276300 3:0.485400 4:0.526700 5:0.630500 6:0.506700 7:0.604100 8:0.386400 9:0.626500 10:0.528700 11:0.591100 12:0.401100
1 1:0.402800 2:0.322900 3:0.553800 4:0.591600 5:0.659300 6:0.640700 7:0.575400 8:0.572600 9:0.667900 10:0.651200 11:0.496400 12:0.665600
1 1:0.477800 2:0.567800 3:0.871400 4:0.746200 5:0.905500 6:0.949900 7:0.842300 8:0.781100 9:0.914100 10:0.974700 11:0.778100 12:0.862200
1 1:0.085900 2:0.509300 3:0.109400 4:0.828400 5:0.188800 6:0.867200 7:0.200900 8:0.724200 9:0.317100 10:0.729100 11:0.210900 12:0.707800
1 1:0.786400 2:-0.023600 3:1.092900 4:0.132000 5:1.351800 6:0.026600 7:1.164200 8:0.048000 9:1.409700 10:-0.018600 11:1.181300 12:0.027600
1 1:0.053800 2:0.411500 3:0.152800 4:0.562700 5:0.058700 6:0.781400 7:0.120400 8:0.602500 9:0.002900 10:0.857500 11:0.082100 12:0.651100
1 1:0.454400 2:0.376600 3:0.827000 4:0.452000 5:0.712500 6:0.786800 7:0.693200 8:0.615700 9:0.766900 10:0.742300 11:0.567300 12:0.761400
1 1:0.405500 2:0.365400 3:0.782300 4:0.393300 5:0.775900 6:0.590800 7:0.712500 8:0.479800 9:0.902600 10:0.453800 11:0.743400 12:0.443200
1 1:0.605100 2:0.312900 3:1.013600 4:0.414500 5:1.062800 6:0.576500 7:0.932700 8:0.508900 9:1.094600 10:0.568700 11:0.934800 12:0.506600
1 1:0.369800 2:0.107700 3:0.522400 4:0.234100 5:0.543800 6:0.333300 7:0.514900 8:0.245900 9:0.589200 10:0.290200 11:0.562800 12:0.188500
1 1:0.790700 2:0.208100 3:1.288000 4:0.272700 5:1.441700 6:0.334200 7:1.260200 8:0.304600 9:1.501900 10:0.295300 11:1.235200 12:0.333700
1 1:0.438100 2:0.354500 3:0.705800 4:0.533400 5:0.771300 6:0.648200 7:0.647600 8:0.604500 9:0.876100 10:0.545900 11:0.753700 12:0.477900
1 1:0.150600 2:0.794800 3:0.176500 4:1.315600 5:0.234100 6:1.461900 7:0.208500 8:1.275200 9:0.240200 10:1.474500 11:0.197300 12:1.294000
1 1:0.098100 2:0.579000 3:0.026100 4:1.055300 5:0.120400 6:1.094800 7:0.119300 8:0.947300 9:0.153900 10:1.071500 11:0.148700 12:0.910400
1 1:0.200600 2:0.345400 3:0.398600 4:0.446900 5:0.341700 6:0.638700 7:0.280800 8:0.579300 9:0.439200 10:0.537400 11:0.342400 12:0.509600
1 1:0.497600 2:0.397000 3:0.638700 4:0.782500 5:0.825100 6:0.779200 7:0.745700 8:0.658500 9:0.763300 10:0.879300 11:0.724700 12:0.685400
1 1:0.389100 2:0.221500 3:0.628200 4:0.325200 5:0.711100 6:0.370000 7:0.610200 8:0.343400 9:0.728700 10:0.370700 11:0.595900 12:0.362000
1 1:0.112200 2:0.221200 3:0.276700 4:0.225800 5:0.406500 6:0.146100 7:0.223600 8:0.289100 9:0.227100 10:0.370900 11:0.252200 12:0.252300
1 1:0.692000 2:0.108500 3:1.126700 4:0.121400 5:1.123300 6:0.325800 7:0.978200 8:0.298900 9:1.109100 10:0.364800 11:0.931200 12:0.352800
1 1:0.081700 2:0.200100 3:0.182800 4:0.248000 5:0.054100 6:0.464800 7:0.131000 8:0.307100 9:0.061500 10:0.463600 11:0.129200 12:0.315000
1 1:0.227300 2:0.414800 3:0.351100 4:0.652100 5:0.382200 6:0.767100 7:0.464600 8:0.518200 9:0.403700 10:0.756700 11:0.349800 12:0.658600
1 1:0.415900 2:0.314500 3:0.551700 4:0.610800 5:0.612900 6:0.709700 7:0.583100 8:0.575100 9:0.585200 10:0.768600 11:0.601000 12:0.555000
1 1:0.405300 2:0.319300 3:0.712800 4:0.406500 5:0.660000 6:0.645000 7:0.643500 8:0.492200 9:0.732600 10:0.578400 11:0.661000 12:0.468600
1 1:0.147900 2:0.225100 3:0.198600 4:0.396100 5:0.267400 6:0.398600 7:0.134000 8:0.469000 9:0.230400 10:0.453400 11:0.199900 12:0.391100
1 1:0.351100 2:0.083300 3:0.624300 4:0.043200 5:0.695000 6:0.072200 7:0.627300 8:0.038800 9:0.807300 10:-0.052500 11:0.686600 12:-0.029300
1 1:0.463700 2:0.403300 3:0.753900 4:0.596900 5:0.782900 6:0.766800 7:0.692900 8:0.670700 9:0.904600 10:0.652100 11:0.737200 12:0.614500
1 1:0.543700 2:0.182800 3:0.822200 4:0.326400 5:1.067400 6:0.213100 7:0.813700 8:0.334900 9:1.033500 10:0.277000 11:0.801700 12:0.351900
1 1:0.444500 2:0.432800 3:0.735400 4:0.630600 5:0.735100 6:0.842300 7:0.714200 8:0.659700 9:0.807700 10:0.781400 11:0.686700 12:0.693300
1 1:0.782500 2:0.092500 3:1.127900 4:0.256200 5:1.325700 6:0.243700 7:1.183100 8:0.195400 9:1.290500 10:0.313000 11:1.240500 12:0.125300
1 1:0.442900 2:0.277000 3:0.655900 4:0.477000 5:0.753300 6:0.533300 7:0.663600 8:0.467900 9:0.927200 10:0.348400 11:0.694200 12:0.431500
1 1:0.318700 2:0.755100 3:0.420900 4:1.268700 5:0.625800 6:1.271600 7:0.645100 8:1.001000 9:0.547500 10:1.395100 11:0.557900 12:1.113300
1 1:0.568800 2:0.090400 3:0.844600 4:0.197000 5:0.928100 6:0.264900 7:0.849200 8:0.192900 9:0.879600 10:0.337600 11:0.757400 12:0.303000
1 1:0.590900 2:0.400200 3:0.824100 4:0.743400 5:1.137400 6:0.611600 7:0.951900 8:0.589700 9:1.061400 10:0.730700 11:0.897400 12:0.660200
1 1:0.182300 2:0.626500 3:0.194000 4:1.089600 5:0.283900 6:1.166500 7:0.278500 8:0.986500 9:0.337900 10:1.124600 11:0.220300 12:1.059100
1 1:0.449400 2:0.301600 3:0.666100 4:0.511800 5:0.827200 6:0.503900 7:0.738000 8:0.432400 9:0.806600 10:0.553100 11:0.767400 12:0.395900
1 1:0.347200 2:0.553300 3:0.721300 4:0.662200 5:0.749500 6:0.836600 7:0.691100 8:0.701000 9:0.742800 10:0.870300 11:0.670400 12:0.727000
1 1:0.425600 2:0.027800 3:0.681600 4:0.022200 5:0.752200 6:0.056300 7:0.671700 8:0.033900 9:0.899700 10:-0.107500 11:0.693300 12:0.009500
1 1:0.411500 2:0.315000 3:0.625100 4:0.516800 5:0.686400 6:0.621600 7:0.615700 8:0.528300 9:0.550100 10:0.803500 11:0.584800 12:0.566000
1 1:0.311500 2:0.620600 3:0.519600 4:0.934900 5:0.416000 6:1.275600 7:0.477300 8:0.980600 9:0.575500 10:1.103300 11:0.365000 12:1.116200
1 1:0.387900 2:0.509300 3:0.645500 4:0.753300 5:0.786900 6:0.798600 7:0.529100 8:0.894700 9:0.795100 10:0.810100 11:0.632300 12:0.776400
1 1:0.522100 2:0.563300 3:0.938900 4:0.734000 5:0.971400 6:0.956100 7:0.904400 8:0.773000 9:1.116400 10:0.808000 11:0.920400 12:0.754100
1 1:-0.000700 2:1.000200 3:0.062400 4:1.491200 5:0.038400 6:1.734700 7:0.110800 8:1.435400 9:0.119700 10:1.670000 11:-0.002700 12:1.567500
1 1:0.134500 2:0.643500 3:0.390900 4:0.793100 5:0.547500 6:0.782300 7:0.395200 8:0.784600 9:0.383200 10:0.993100 11:0.346900 12:0.840600
1 1:0.468900 2:0.148100 3:0.735700 4:0.232900 5:0.744200 6:0.379200 7:0.692700 8:0.283300 9:0.820800 10:0.305400 11:0.779300 12:0.181800
1 1:0.126100 2:0.433800 3:0.238300 4:0.633100 5:0.139300 6:0.879600 7:0.078000 8:0.823300 9:0.146200 10:0.887500 11:0.177100 12:0.708300
1 1:0.539800 2:0.304800 3:0.877900 4:0.440400 5:1.011700 6:0.485400 7:0.814600 8:0.513100 9:0.971800 10:0.553900 11:0.877100 12:0.434000
1 1:0.558500 2:0.410400 3:0.909100 4:0.604000 5:0.964800 6:0.764000 7:0.863900 8:0.656000 9:0.975500 10:0.780800 11:0.922200 12:0.577600
1 1:0.946300 2:0.020200 3:1.380900 4:0.152200 5:1.676300 6:0.057800 7:1.385100 8:0.153200 9:1.648500 10:0.113500 11:1.339300 12:0.201700
1 1:0.524500 2:0.179600 3:0.825300 4:0.276600 5:0.977900 6:0.272000 7:0.892800 8:0.198900 9:1.056100 10:0.195700 11:0.894400 12:0.197300
1 1:0.256300 2:0.622200 3:0.370000 4:1.011000 5:0.477600 6:1.086300 7:0.420600 8:0.952400 9:0.444600 10:1.143800 11:0.369000 12:1.014000
1 1:0.500500 2:0.303400 3:0.754800 4:0.512100 5:1.041600 6:0.365700 7:0.859700 8:0.382600 9:1.028000 10:0.406600 11:0.779400 12:0.477100
1 1:0.597500 2:0.095900 3:0.870900 4:0.227700 5:0.944800 6:0.309600 7:0.898400 8:0.190900 9:1.040400 10:0.214400 11:0.869500 12:0.228000
1 1:0.392800 2:0.264700 3:0.587000 4:0.448100 5:0.657400 6:0.525300 7:0.669200 8:0.348900 9:0.784900 10:0.391400 11:0.641400 12:0.385100
1 1:0.699000 2:0.169500 3:1.112800 4:0.237900 5:1.287200 6:0.246300 7:1.054400 8:0.304700 9:1.330800 10:0.226700 11:1.103400 12:0.248600
1 1:0.301300 2:0.664100 3:0.521700 4:0.982600 5:0.566500 6:1.154200 7:0.632000 8:0.853900 9:0.799100 10:0.907000 11:0.588600 12:0.903100
1 1:0.516300 2:0.257000 3:0.791800 4:0.421400 5:0.987700 6:0.376400 7:0.828000 8:0.376900 9:0.952600 10:0.440700 11:0.824600 12:0.385800
1 1:0.250300 2:0.537700 3:0.450800 4:0.768900 5:0.604100 6:0.766500 7:0.446800 8:0.772100 9:0.621100 10:0.764500 11:0.444200 12:0.778900
1 1:0.495100 2:0.589900 3:0.906900 4:0.770000 5:0.836700 6:1.101400 7:0.795200 8:0.901400 9:0.918500 10:1.039600 11:0.702400 12:1.008900
1 1:0.774600 2:0.277300 3:1.262500 4:0.376800 5:1.368200 6:0.510500 7:1.176300 8:0.477600 9:1.362200 10:0.550200 11:1.244100 12:0.400400
1 1:0.046000 2:0.899000 3:0.111500 4:1.363600 5:0.109800 6:1.570600 7:0.108500 8:1.371400 9:0.202800 10:1.486500 11:0.049200 12:1.434900
1 1:0.390800 2:0.484200 3:0.514800 4:0.873800 5:0.692500 6:0.868100 7:0.598500 8:0.770000 9:0.532500 10:1.079000 11:0.606900 12:0.755400
1 1:0.363100 2:0.376300 3:0.539300 4:0.626500 5:0.605900 6:0.722700 7:0.575000 8:0.581600 9:0.551600 10:0.803100 11:0.545700 12:0.614200
1 1:0.473100 2:0.085600 3:0.742900 4:0.132500 5:0.904500 6:0.081700 7:0.811000 8:0.046200 9:0.839100 10:0.178400 11:0.740600 12:0.135200
1 1:0.212400 2:0.616900 3:0.433700 4:0.849200 5:0.427900 6:1.041800 7:0.431100 8:0.847500 9:0.455400 10:1.033700 11:0.346000 12:0.952800
1 1:0.436000 2:0.371300 3:0.621400 4:0.657400 5:0.720300 6:0.723500 7:0.582500 8:0.695600 9:0.720600 10:0.745800 11:0.673100 12:0.591700
1 1:0.241900 2:0.255400 3:0.389800 4:0.387200 5:0.428800 6:0.457500 7:0.350400 8:0.436200 9:0.490300 10:0.398800 11:0.396900 12:0.378400
